scenario,leg,periods,first_period,last_period,twr_annualized,volatility,sharpe,downside_deviation,sortino,max_drawdown,max_dd_peak,max_dd_trough,max_dd_recovery,underwater_days
monthly_baseline_hold,stock,612,1975-01-31,2025-12-31,0.10303448007730132,0.1621975608087104,0.4307138183732002,0.10268882701119902,0.6800014646330804,-0.5689608089732889,1999-07-16,2002-10-09,2007-07-25,2931
monthly_baseline_hold,index,612,1975-01-31,2025-12-31,0.12455710087883509,0.15062463821172356,0.5817902271171356,0.10035634613225487,0.8741711611185939,-0.5525024106682093,2007-10-09,2009-03-09,2012-04-02,1637
monthly_baseline_hold,combined,612,1975-01-31,2025-12-31,0.11574034471801742,0.14355178608729038,0.5477660379812386,0.09388985970748324,0.8379985434009495,-0.49612382014300427,2000-04-07,2002-10-09,2007-01-24,2483
monthly_trailing_stop_25,stock,612,1975-01-31,2025-12-31,0.12021355336623052,0.1433059782853051,0.5760302825297235,0.09422493049114082,0.8775321049430275,-0.5322367446841418,2007-10-09,2009-03-09,2012-03-26,1630
monthly_trailing_stop_25,index,612,1975-01-31,2025-12-31,0.12455710087883509,0.15062463821172356,0.5817902271171356,0.10035634613225487,0.8741711611185939,-0.5525024106682093,2007-10-09,2009-03-09,2012-04-02,1637
monthly_trailing_stop_25,combined,612,1975-01-31,2025-12-31,0.12256386267729491,0.14420087443432736,0.5883317249512998,0.0954347036794008,0.8902547286836162,-0.54263178300562,2007-10-09,2009-03-09,2012-03-26,1630
monthly_buy_the_dip_25_50,stock,612,1975-01-31,2025-12-31,0.10630779791066924,0.1810674895518249,0.4197311015688219,0.11388540557126454,0.6672543132080472,-0.5776888061092784,1999-07-16,2002-10-09,2008-05-14,3225
monthly_buy_the_dip_25_50,index,612,1975-01-31,2025-12-31,0.12455710087883509,0.15062463821172356,0.5817902271171356,0.10035634613225487,0.8741711611185939,-0.5525024106682093,2007-10-09,2009-03-09,2012-04-02,1637
monthly_buy_the_dip_25_50,combined,612,1975-01-31,2025-12-31,0.11557214355521483,0.15473067377549538,0.5178789342714485,0.09958269112812221,0.8049105393203753,-0.5232458963657435,1999-07-16,2002-10-09,2007-05-16,2861
monthly_baseline_hold_from_1995,stock,372,1995-01-31,2025-12-31,0.11759327788807283,0.21216625885385712,0.5228052311813908,0.13484855599733925,0.8210664703163352,-0.7623327174293353,2000-08-28,2009-03-05,2018-10-01,6608
monthly_baseline_hold_from_1995,index,372,1995-01-31,2025-12-31,0.11141993985909826,0.1507442604920104,0.6247135357766778,0.10192087703643482,0.9233790851761369,-0.5525024106682099,2007-10-09,2009-03-09,2012-04-02,1637
monthly_baseline_hold_from_1995,combined,372,1995-01-31,2025-12-31,0.1155876301748433,0.17283933107304894,0.5877446290355517,0.11261590054029341,0.9005134921550507,-0.6482611360385863,2000-08-28,2009-03-05,2013-10-18,4799
monthly_trailing_stop_25_from_1995,stock,372,1995-01-31,2025-12-31,0.12950155768059446,0.17086980415471584,0.665217510164103,0.10507267099634329,1.0791888102365532,-0.5329226463972653,2007-10-09,2009-03-05,2012-09-07,1795
monthly_trailing_stop_25_from_1995,index,372,1995-01-31,2025-12-31,0.11141993985909826,0.1507442604920104,0.6247135357766778,0.10192087703643482,0.9233790851761369,-0.5525024106682099,2007-10-09,2009-03-09,2012-04-02,1637
monthly_trailing_stop_25_from_1995,combined,372,1995-01-31,2025-12-31,0.12151720553480638,0.1584263268077409,0.6596919945512834,0.10211591563301887,1.0216620491397537,-0.541481194476372,2007-10-09,2009-03-09,2012-09-06,1794
monthly_buy_the_dip_25_50_from_1995,stock,372,1995-01-31,2025-12-31,0.12169242954932624,0.2141450396652774,0.5372998085298881,0.1359440799822559,0.8449144353306706,-0.7672237603264277,2000-08-28,2009-03-05,2015-11-06,5548
monthly_buy_the_dip_25_50_from_1995,index,372,1995-01-31,2025-12-31,0.11141993985909826,0.1507442604920104,0.6247135357766778,0.10192087703643482,0.9233790851761369,-0.5525024106682099,2007-10-09,2009-03-09,2012-04-02,1637
monthly_buy_the_dip_25_50_from_1995,combined,372,1995-01-31,2025-12-31,0.11650056416272214,0.18260935058805075,0.5703930100378898,0.11870330457825601,0.8760953031662061,-0.6885676288251157,2000-08-28,2009-03-05,2013-11-06,4818
lump_sum_baseline_hold,stock,612,1975-01-31,2025-12-31,0.10131548409522173,0.17045418205676915,0.4085158813464757,0.10861660818612164,0.641051651421492,-0.5623050052440894,1999-07-16,2002-10-09,2007-07-19,2925
lump_sum_baseline_hold,index,612,1975-01-31,2025-12-31,0.12455710087883487,0.1506246382117237,0.5817902271171344,0.10035634613225497,0.8741711611185922,-0.5525024106682094,2007-10-09,2009-03-09,2012-04-02,1637
lump_sum_baseline_hold,combined,612,1975-01-31,2025-12-31,0.11532025938320478,0.14582998402889302,0.5388119816739664,0.09578334608714582,0.8210415732494868,-0.49563603304755666,2000-09-01,2002-10-09,2007-01-24,2336
lump_sum_trailing_stop_25,stock,612,1975-01-31,2025-12-31,0.11893683366020569,0.14167945395605033,0.5727877792936332,0.09398503968906816,0.8652950518106749,-0.53057173034628,2007-10-09,2009-03-09,2012-03-26,1630
lump_sum_trailing_stop_25,index,612,1975-01-31,2025-12-31,0.12455710087883487,0.1506246382117237,0.5817902271171344,0.10035634613225497,0.8741711611185922,-0.5525024106682094,2007-10-09,2009-03-09,2012-04-02,1637
lump_sum_trailing_stop_25,combined,612,1975-01-31,2025-12-31,0.12194626630087457,0.1443950964877928,0.5838775292062064,0.09608024781252253,0.8789178341828375,-0.5422020398671914,2007-10-09,2009-03-09,2012-03-26,1630
lump_sum_buy_the_dip_25_50,stock,612,1975-01-31,2025-12-31,0.10412148384043696,0.1950971211679843,0.39268527671431436,0.12369015447203266,0.6194408235592191,-0.5764255605589244,1999-07-12,2002-10-09,2008-05-13,3228
lump_sum_buy_the_dip_25_50,index,612,1975-01-31,2025-12-31,0.12455710087883487,0.1506246382117237,0.5817902271171344,0.10035634613225497,0.8741711611185922,-0.5525024106682094,2007-10-09,2009-03-09,2012-04-02,1637
lump_sum_buy_the_dip_25_50,combined,612,1975-01-31,2025-12-31,0.11490057961583688,0.16004043148402763,0.5020735628875128,0.10328977522474762,0.7782699500746685,-0.5237343275518757,2000-09-01,2002-10-09,2007-05-18,2450
lump_sum_baseline_hold_from_1995,stock,372,1995-01-31,2025-12-31,0.11607556697882804,0.21537601550270805,0.5119421420935766,0.13734581608293112,0.801331540931836,-0.7845527800370437,2000-08-28,2009-03-05,2019-11-01,7004
lump_sum_baseline_hold_from_1995,index,372,1995-01-31,2025-12-31,0.11141993985909804,0.15074426049201042,0.6247135357766781,0.10192087703643479,0.9233790851761375,-0.5525024106682099,2007-10-09,2009-03-09,2012-04-02,1637
lump_sum_baseline_hold_from_1995,combined,372,1995-01-31,2025-12-31,0.1147835777752424,0.17400908227876877,0.5808375750280446,0.11362339082260775,0.8879947471482829,-0.6637743637420863,2000-08-28,2009-03-05,2013-10-29,4810
lump_sum_trailing_stop_25_from_1995,stock,372,1995-01-31,2025-12-31,0.13021037773077504,0.1718070043700375,0.666226574452821,0.10582391797412669,1.0790901829910369,-0.5428283603871642,2007-10-09,2009-03-09,2012-09-13,1801
lump_sum_trailing_stop_25_from_1995,index,372,1995-01-31,2025-12-31,0.11141993985909804,0.15074426049201042,0.6247135357766781,0.10192087703643479,0.9233790851761375,-0.5525024106682099,2007-10-09,2009-03-09,2012-04-02,1637
