n_sims,window_start,mean,median,std,p05,p25,p75,p95,min,max,index_xirr,share_runs_beating_index
1000,2006-04-01,0.14581300710591796,0.14556105125449223,0.010142926979840254,0.12995840647342036,0.1385574794046808,0.15334928835508754,0.16309912354148887,0.11586121835653126,0.17488535823525725,0.13410885017020635,0.869
