run,rule,start,lt_rate,st_rate,pretax_strategy_xirr,pretax_index_xirr,strategy_xirr_interim_tax_only,strategy_xirr_after_liquidation,index_xirr_after_liquidation,strategy_value_pretax,strategy_value_interim_tax_only,strategy_value_after_liquidation,index_value_after_liquidation,interim_tax_paid,realizations,realized_gains,realized_losses,loss_carryforward_left,strategy_liquidation_tax,index_liquidation_tax
taxed_baseline_hold_1975,baseline_hold,1975-01-01,0.15,0.32,0.0972795929645281,0.11873237878752335,0.0972704619309854,0.09308688992434577,0.11452303939394218,2460375.313955369,2459540.0851523993,2106034.609249058,4697588.199574079,103.16536036377411,18,687.7690690918273,17.29933842200466,17.29933842200466,353505.475903341,810934.9377710768
taxed_trailing_stop_25_1975,trailing_stop_25,1975-01-01,0.15,0.32,0.11721057475720681,0.11873237878752335,0.11513648385639495,0.1111280370005553,0.11452303939394218,5200079.1552609075,4807751.07913569,4132767.1707361364,4697588.199574079,36239.709965646965,222,251077.0802755559,9800.504303258775,321.4904653492623,674983.9083995535,810934.9377710768
taxed_buy_the_dip_25_50_1975,buy_the_dip_25_50,1975-01-01,0.15,0.32,0.10279441241829704,0.11873237878752335,0.10278951786983029,0.0982526167172415,0.11452303939394218,5565831.850594893,5564903.925615917,4770810.344610668,4697588.199574079,114.6149588068312,54,764.0997253788739,56.95350867297424,56.95350867297424,794093.5810052493,810934.9377710768
taxed_baseline_hold_1995,baseline_hold,1995-01-01,0.15,0.32,0.10655501379807106,0.10679156172185587,0.10655501379807106,0.09977958284706666,0.10001349359936963,442341.39449868375,442341.39449868375,385325.0907495591,387157.4329705226,0.0,0,0.0,0.0,0.0,57016.30374912464,57329.508370448035
taxed_trailing_stop_25_1995,trailing_stop_25,1995-01-01,0.15,0.32,0.11142682464809531,0.10679156172185587,0.10893737933099326,0.10245221514051042,0.10001349359936963,488825.7341553997,464460.29425470653,406823.3526244841,387157.4329705226,3126.0029505689085,110,26492.611131221765,5974.081926111636,321.4904653492623,57636.94163022243,57329.508370448035
taxed_buy_the_dip_25_50_1995,buy_the_dip_25_50,1995-01-01,0.15,0.32,0.1130089648221112,0.10679156172185587,0.1130089648221112,0.10582577750554219,0.10001349359936963,1078641.7903558128,1078641.7903558128,939380.4272281188,387157.4329705226,0.0,0,0.0,0.0,0.0,139261.36312769397,57329.508370448035
taxed_high_baseline_hold_1975,baseline_hold,1975-01-01,0.238,0.408,0.0972795929645281,0.11873237878752335,0.09726510356934406,0.09027398606542017,0.11169388010856761,2460375.313955369,2459050.084254657,1898278.7415625523,4221858.163487705,163.68903844385486,18,687.7690690918273,17.29933842200466,17.29933842200466,560771.3426921046,1286664.973857451
taxed_high_trailing_stop_25_1975,trailing_stop_25,1975-01-01,0.238,0.408,0.11721057475720681,0.11873237878752335,0.1138378998928097,0.10713536649693522,0.11169388010856761,5200079.1552609075,4577585.274475561,3556330.2380872434,4221858.163487705,57500.33981215981,222,251077.0802755559,9800.504303258775,321.4904653492623,1021255.0363883178,1286664.973857451
taxed_high_buy_the_dip_25_50_1975,buy_the_dip_25_50,1975-01-01,0.238,0.408,0.10279441241829704,0.11873237878752335,0.1027866460033822,0.09520177188600248,0.11169388010856761,5565831.850594893,5564359.542961584,4304529.129520675,4221858.163487705,181.8557346401718,54,764.0997253788739,56.95350867297424,56.95350867297424,1259830.413440909,1286664.973857451
