date,ticker,action,amount,origin_date
2009-10-01,XOM,add_25,500.0,2006-04-01
2009-10-01,XOM,add_25,500.0,2006-07-01
2009-10-01,XOM,add_25,500.0,2006-10-01
2009-10-01,XOM,add_25,500.0,2007-01-01
2009-10-01,XOM,add_25,500.0,2007-04-01
2009-10-01,XOM,add_25,500.0,2007-07-01
2009-10-01,XOM,add_25,500.0,2007-10-01
2009-10-01,XOM,add_25,500.0,2008-01-01
2010-07-01,XOM,add_25,500.0,2008-04-01
2010-07-01,XOM,add_25,500.0,2008-07-01
2010-07-01,XOM,add_25,500.0,2008-10-01
2010-07-01,XOM,add_25,500.0,2009-01-01
2013-04-01,AAPL,add_25,500.0,2011-10-01
2013-04-01,AAPL,add_25,500.0,2012-04-01
2013-04-01,AAPL,add_25,500.0,2012-07-01
2013-04-01,AAPL,add_25,500.0,2012-10-01
2019-01-01,AAPL,add_25,500.0,2013-01-01
2019-01-01,AAPL,add_25,500.0,2013-04-01
2019-01-01,AAPL,add_25,500.0,2013-10-01
2019-01-01,AAPL,add_25,500.0,2014-01-01
2019-01-01,AAPL,add_25,500.0,2014-04-01
2019-01-01,AAPL,add_25,500.0,2014-07-01
2019-01-01,AAPL,add_25,500.0,2014-10-01
2019-01-01,AAPL,add_25,500.0,2015-01-01
2019-01-01,AAPL,add_25,500.0,2015-04-01
2019-01-01,AAPL,add_25,500.0,2015-07-01
2019-01-01,AAPL,add_25,500.0,2015-10-01
2019-01-01,AAPL,add_25,500.0,2016-01-01
2019-01-01,AAPL,add_25,500.0,2016-04-01
2019-01-01,AAPL,add_25,500.0,2016-07-01
2019-01-01,AAPL,add_25,500.0,2016-10-01
2019-01-01,AAPL,add_25,500.0,2017-01-01
2019-01-01,AAPL,add_25,500.0,2017-04-01
2019-01-01,AAPL,add_25,500.0,2017-07-01
2019-01-01,AAPL,add_25,500.0,2017-10-01
2019-01-01,AAPL,add_25,500.0,2018-01-01
2019-01-01,AAPL,add_25,500.0,2018-04-01
2019-01-01,AAPL,add_25,500.0,2018-07-01
2019-01-01,AAPL,add_25,500.0,2018-10-01
2020-04-01,XOM,add_50,500.0,2006-04-01
2020-04-01,XOM,add_50,500.0,2006-07-01
2020-04-01,XOM,add_50,500.0,2006-10-01
2020-04-01,XOM,add_50,500.0,2007-01-01
2020-04-01,XOM,add_50,500.0,2007-04-01
2020-04-01,XOM,add_50,500.0,2007-07-01
2020-04-01,XOM,add_50,500.0,2007-10-01
2020-04-01,XOM,add_50,500.0,2008-01-01
2020-04-01,XOM,add_50,500.0,2008-04-01
2020-04-01,XOM,add_50,500.0,2008-07-01
2020-04-01,XOM,add_50,500.0,2008-10-01
2020-04-01,XOM,add_50,500.0,2009-01-01
2020-04-01,XOM,add_25,500.0,2009-04-01
2020-04-01,XOM,add_25,500.0,2009-07-01
2020-04-01,XOM,add_25,500.0,2009-10-01
2020-04-01,XOM,add_25,500.0,2010-01-01
2020-04-01,XOM,add_25,500.0,2010-04-01
2020-04-01,XOM,add_25,500.0,2010-07-01
2020-04-01,XOM,add_25,500.0,2010-10-01
2020-04-01,XOM,add_25,500.0,2011-01-01
2020-04-01,XOM,add_25,500.0,2011-04-01
2020-04-01,XOM,add_25,500.0,2011-07-01
2020-04-01,XOM,add_25,500.0,2012-01-01
2020-04-01,XOM,add_25,500.0,2013-07-01
2020-10-01,XOM,add_50,500.0,2009-04-01
2020-10-01,XOM,add_50,500.0,2009-07-01
2020-10-01,XOM,add_50,500.0,2009-10-01
2020-10-01,XOM,add_50,500.0,2010-01-01
2020-10-01,XOM,add_50,500.0,2010-04-01
2020-10-01,XOM,add_50,500.0,2010-07-01
2020-10-01,XOM,add_50,500.0,2010-10-01
2020-10-01,XOM,add_50,500.0,2011-01-01
2020-10-01,XOM,add_50,500.0,2011-04-01
2020-10-01,XOM,add_50,500.0,2011-07-01
2020-10-01,XOM,add_50,500.0,2012-01-01
2020-10-01,XOM,add_50,500.0,2013-07-01
2022-10-01,MSFT,add_25,500.0,2019-01-01
2022-10-01,MSFT,add_25,500.0,2019-04-01
2022-10-01,MSFT,add_25,500.0,2019-07-01
2022-10-01,MSFT,add_25,500.0,2019-10-01
2022-10-01,MSFT,add_25,500.0,2020-04-01
2023-01-01,AAPL,add_25,500.0,2020-01-01
2023-01-01,AAPL,add_25,500.0,2020-07-01
2023-01-01,AAPL,add_25,500.0,2020-10-01
2023-01-01,AAPL,add_25,500.0,2021-01-01
2023-01-01,AAPL,add_25,500.0,2021-04-01
2023-01-01,AAPL,add_25,500.0,2021-07-01
2023-01-01,AAPL,add_25,500.0,2021-10-01
2023-01-01,AAPL,add_25,500.0,2022-01-01
2023-01-01,AAPL,add_25,500.0,2022-04-01
