# S&P 500 total-return level. <1988-01-04: ^GSPC daily price return + Shiller monthly dividends (http://www.econ.yale.edu/~shiller/data/ie_data.xls) accrued daily; >=1988-01-04: ^SP500TR daily returns. Built by sp500bt.index_tr.write_manual_csv()
date,close
1973-07-18,55.963736
1973-07-19,56.075741
1973-07-20,56.393007
1973-07-23,56.599779
1973-07-24,56.932917
1973-07-25,57.729390
1973-07-26,57.846725
1973-07-27,57.716572
1973-07-30,57.544274
1973-07-31,57.008517
1973-08-01,56.282498
1973-08-02,56.204411
1973-08-03,56.115780
1973-08-06,56.248464
1973-08-07,56.159814
1973-08-08,55.638952
1973-08-09,55.676792
1973-08-10,55.240162
1973-08-13,54.687492
1973-08-14,54.166396
1973-08-15,54.330825
1973-08-16,53.957290
1973-08-17,53.974056
1973-08-20,53.610989
1973-08-21,53.237324
1973-08-22,53.053580
1973-08-23,53.788083
1973-08-24,53.641242
1973-08-27,54.069750
1973-08-28,54.392726
1973-08-29,54.932212
1973-08-30,54.859229
1973-08-31,55.060854
1973-09-04,55.205752
1973-09-05,55.281997
1973-09-06,55.559011
1973-09-07,55.360522
1973-09-10,54.887209
1973-09-11,54.561820
1973-09-12,54.484824
1973-09-13,54.651009
1973-09-14,55.229637
1973-09-17,55.083864
1973-09-18,54.890469
1973-09-19,56.014167
1973-09-20,56.487307
1973-09-21,56.727700
1973-09-24,56.819959
1973-09-25,57.192732
1973-09-26,57.613190
1973-09-27,57.753129
1973-09-28,57.416575
1973-10-01,57.306423
1973-10-02,57.619928
1973-10-03,57.620976
1973-10-04,57.431335
1973-10-05,58.200534
1973-10-08,58.408215
1973-10-09,58.361573
1973-10-10,57.885684
1973-10-11,58.883116
1973-10-12,59.074986
1973-10-15,58.344491
1973-10-16,58.425065
1973-10-17,58.314768
1973-10-18,58.342333
1973-10-19,58.460057
1973-10-22,57.904195
1973-10-23,58.223515
1973-10-24,58.505734
1973-10-25,58.634123
1973-10-26,59.107430
1973-10-29,58.991733
1973-10-30,58.032145
1973-10-31,57.486474
1973-11-01,57.175004
1973-11-02,56.852875
1973-11-05,56.036886
1973-11-06,55.746543
1973-11-07,56.199734
1973-11-08,56.854827
1973-11-09,55.948122
1973-11-12,55.498234
1973-11-13,55.462772
1973-11-14,54.454740
1973-11-15,54.451163
1973-11-16,55.229025
1973-11-19,53.550712
1973-11-20,52.467719
1973-11-21,53.059757
1973-11-23,52.896614
1973-11-26,51.382308
1973-11-27,50.921188
1973-11-28,51.965829
1973-11-29,51.791952
1973-11-30,51.080494
1973-12-03,49.991433
1973-12-04,49.833887
1973-12-05,49.079958
1973-12-06,50.291021
1973-12-07,51.411724
1973-12-10,52.186324
1973-12-11,51.176209
1973-12-12,49.867540
1973-12-13,49.240842
1973-12-14,49.733403
1973-12-17,49.453033
1973-12-18,50.521582
1973-12-19,50.571755
1973-12-20,50.435265
1973-12-21,49.904017
1973-12-24,49.570088
1973-12-26,51.092984
1973-12-27,52.167827
1973-12-28,52.068598
1973-12-31,52.081455
1974-01-02,52.157736
1974-01-03,53.296620
1974-01-04,52.822867
1974-01-07,52.386438
1974-01-08,51.351680
1974-01-09,49.916095
1974-01-10,49.372628
1974-01-11,50.058193
1974-01-14,49.936801
1974-01-15,50.376666
1974-01-16,51.153393
1974-01-17,52.031819
1974-01-18,51.108227
1974-01-21,51.029544
1974-01-22,51.651570
1974-01-23,51.936644
1974-01-24,51.809773
1974-01-25,51.714992
1974-01-28,51.432884
1974-01-29,51.396960
1974-01-30,51.965947
1974-01-31,51.710498
1974-02-01,51.049190
1974-02-04,49.970046
1974-02-05,49.822744
1974-02-06,49.970070
1974-02-07,49.999540
1974-02-08,49.487755
1974-02-11,48.600696
1974-02-12,48.758838
1974-02-13,48.788327
1974-02-14,48.780280
1974-02-15,49.496296
1974-02-19,49.423881
1974-02-20,50.140130
1974-02-21,50.829663
1974-02-22,51.202661
1974-02-25,51.017474
1974-02-26,51.546278
1974-02-27,51.769109
1974-02-28,51.680500
1974-03-01,51.317227
1974-03-04,51.324560
1974-03-05,52.293592
1974-03-06,52.655571
1974-03-07,52.103999
1974-03-08,52.562823
1974-03-11,53.161479
1974-03-12,53.313982
1974-03-13,53.638569
1974-03-14,53.597512
1974-03-15,53.405845
1974-03-18,52.751535
1974-03-19,52.317714
1974-03-20,52.508005
1974-03-21,52.391573
1974-03-22,52.361245
1974-03-25,52.567768
1974-03-26,52.742015
1974-03-27,52.017062
1974-03-28,51.071209
1974-03-29,50.626129
1974-04-01,50.240279
1974-04-02,50.301553
1974-04-03,50.837025
1974-04-04,50.844425
1974-04-05,50.140338
1974-04-08,49.619434
1974-04-09,49.939554
1974-04-10,49.833717
1974-04-11,49.690111
1974-04-15,49.659759
1974-04-16,50.535740
1974-04-17,50.920843
1974-04-18,51.154902
1974-04-19,50.606399
1974-04-22,50.414083
1974-04-23,49.573882
1974-04-24,48.765957
1974-04-25,48.379138
1974-04-26,48.716032
1974-04-29,48.626211
1974-04-30,48.801118
1974-05-01,49.840356
1974-05-02,49.777219
1974-05-03,49.351925
1974-05-06,49.267149
1974-05-07,49.458107
1974-05-08,49.562572
1974-05-09,50.283610
1974-05-10,49.484776
1974-05-13,49.053703
1974-05-14,49.077066
1974-05-15,48.954320
1974-05-16,48.566359
1974-05-17,47.756114
1974-05-20,47.573765
1974-05-21,47.607978
1974-05-22,47.171038
1974-05-23,47.286508
1974-05-24,47.992464
1974-05-28,47.885829
1974-05-29,47.090990
1974-05-30,47.390793
1974-05-31,47.316631
1974-06-03,48.311204
1974-06-04,48.883013
1974-06-05,48.983112
1974-06-06,49.885964
1974-06-07,50.213937
1974-06-10,50.520255
1974-06-11,50.083200
1974-06-12,49.971713
1974-06-13,50.131617
1974-06-14,49.574920
1974-06-17,48.898671
1974-06-18,48.586173
1974-06-19,48.262763
1974-06-20,47.928436
1974-06-21,47.528851
1974-06-24,47.661768
1974-06-25,48.370843
1974-06-26,47.634017
1974-06-27,46.935128
1974-06-28,46.774482
1974-07-01,46.792631
1974-07-02,45.864273
1974-07-03,45.844343
1974-07-05,45.530574
1974-07-08,44.139167
1974-07-09,44.358736
1974-07-10,43.554837
1974-07-11,43.507668
1974-07-12,45.290330
1974-07-15,45.640762
1974-07-16,45.119619
1974-07-17,45.611827
1974-07-18,45.662710
1974-07-19,45.539191
1974-07-22,45.693660
1974-07-23,46.158925
1974-07-24,46.351614
1974-07-25,45.808078
1974-07-26,44.953537
1974-07-29,44.164325
1974-07-30,43.931537
1974-07-31,43.289410
1974-08-01,42.991110
1974-08-02,42.911122
1974-08-05,43.300697
1974-08-06,43.979768
1974-08-07,45.150535
1974-08-08,44.567912
1974-08-09,44.187353
1974-08-12,43.588143
1974-08-13,42.906847
1974-08-14,41.952111
1974-08-15,41.724381
1974-08-16,41.387239
1974-08-19,40.792977
1974-08-20,41.008229
1974-08-21,40.227727
1974-08-22,39.846565
1974-08-23,39.169767
1974-08-26,39.511092
1974-08-27,38.850466
1974-08-28,38.759273
1974-08-29,38.344885
1974-08-30,39.535657
1974-09-03,38.650669
1974-09-04,37.655882
1974-09-05,38.859159
1974-09-06,39.168932
1974-09-09,38.244805
1974-09-10,37.989705
1974-09-11,37.619335
1974-09-12,36.617774
1974-09-13,35.797130
1974-09-16,36.387323
1974-09-17,37.010594
1974-09-18,37.205568
1974-09-19,38.515869
1974-09-20,38.551566
1974-09-23,38.164048
1974-09-24,37.402613
1974-09-25,37.163395
1974-09-26,36.561124
1974-09-27,35.733169
1974-09-30,34.971050
1974-10-01,34.895658
1974-10-02,34.897321
1974-10-03,34.298823
1974-10-04,34.339037
1974-10-07,35.783885
1974-10-08,35.730454
1974-10-09,37.379776
1974-10-10,38.472741
1974-10-11,39.224124
1974-10-14,40.113486
1974-10-15,39.403765
1974-10-16,38.798709
1974-10-17,39.269290
1974-10-18,39.888936
1974-10-21,40.569399
1974-10-22,40.372356
1974-10-23,39.220213
1974-10-24,38.780150
1974-10-25,38.732114
1974-10-28,38.722731
1974-10-29,40.243699
1974-10-30,41.068695
1974-10-31,40.849299
1974-11-01,40.846525
1974-11-04,40.412512
1974-11-05,41.543368
1974-11-06,41.352540
1974-11-07,41.615308
1974-11-08,41.457606
1974-11-11,41.598722
1974-11-12,40.787773
1974-11-13,40.618901
1974-11-14,40.466606
1974-11-15,39.837946
1974-11-18,38.383691
1974-11-19,37.799090
1974-11-20,37.641127
1974-11-21,37.804655
1974-11-22,38.212193
1974-11-25,38.181683
1974-11-26,38.545019
1974-11-27,38.814111
1974-11-29,38.839076
1974-12-02,37.814554
1974-12-03,37.300597
1974-12-04,37.441809
1974-12-05,36.738785
1974-12-06,36.124504
1974-12-09,36.460289
1974-12-10,37.401968
1974-12-11,37.626716
1974-12-12,37.512332
1974-12-13,37.308941
1974-12-16,36.977564
1974-12-17,37.608668
1974-12-18,37.794700
1974-12-19,37.663496
1974-12-20,37.259463
1974-12-23,36.738399
1974-12-24,37.258776
1974-12-26,37.578713
1974-12-27,37.419507
1974-12-30,37.438618
1974-12-31,38.227014
1975-01-02,39.165812
1975-01-03,39.441149
1975-01-06,39.649609
1975-01-07,39.629369
1975-01-08,39.090187
1975-01-09,39.728512
1975-01-10,40.540012
1975-01-13,40.380176
1975-01-14,40.036030
1975-01-15,40.300622
1975-01-16,40.258014
1975-01-17,39.656642
1975-01-20,39.731376
1975-01-21,39.526638
1975-01-22,40.115750
1975-01-23,40.307956
1975-01-24,40.824587
1975-01-27,42.169216
1975-01-28,42.546160
1975-01-29,43.242147
1975-01-30,42.662146
1975-01-31,43.100875
1975-02-03,43.580142
1975-02-04,43.471496
1975-02-05,44.231024
1975-02-06,44.021491
1975-02-07,44.069678
1975-02-10,43.927318
1975-02-11,44.059613
1975-02-12,44.819913
1975-02-13,45.440168
1975-02-14,45.723989
1975-02-18,45.413175
1975-02-19,45.708333
1975-02-20,46.149472
1975-02-21,46.388610
1975-02-24,45.735056
1975-02-25,44.671419
1975-02-26,45.152227
1975-02-27,45.385931
1975-02-28,45.855689
1975-03-03,46.673602
1975-03-04,46.980126
1975-03-05,47.179884
1975-03-06,47.070394
1975-03-07,47.422081
1975-03-10,47.796331
1975-03-11,47.472979
1975-03-12,47.048270
1975-03-13,47.141304
1975-03-14,47.724122
1975-03-17,48.436545
1975-03-18,47.949582
1975-03-19,47.513226
1975-03-20,47.110595
1975-03-21,46.995250
1975-03-24,45.893654
1975-03-25,46.263019
1975-03-26,47.134208
1975-03-27,47.289439
1975-03-31,47.021716
1975-04-01,46.623448
1975-04-02,46.512843
1975-04-03,46.001588
1975-04-04,45.653907
1975-04-07,45.362617
1975-04-08,45.731814
